धातुः	मूलधातुः	धात्वर्थः	गणः	कर्मकत्वं	इट्त्वं	उपग्रहः	रूपम्	अनुबन्धादिविशेषः	टिप्पणिः
	मस्ज								मस्ज, ओ श टु औ स्नाने । इति कविकल्प-द्रुमः ॥ (तुदा०-पर०-अक०-अनिट् ।) दन्त्य-मध्यः क्विपि संयोगादिलोपे मक् । ओ, मग्नः । श, मज्जती मज्जन्ती । टु, मज्जथुः । अमाङ्क्षीत् । स्नायतेऽनेनेति स्नानमिह जलान्तःप्रवेशः । मज्जति प्रस्तरो जले । इति दुर्गादासः ॥
मठ्	मठ	मद-निवासयोः	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	मठति		
मण्ठ्	मठि	शोके (आध्यानम्)	भ्वादिः	अकर्मकः	सेट्	आत्मनेपदी	मण्ठते		
मण्ड्	मडि	विभाजने	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	मण्डते		
मण्ड्	मडि	भूषायाम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	मण्डति		
मण्ड्	मडि	भूषायाम्/ हर्षे च	चुरादिः	सकर्मकः	सेट्	उभयपदी	मण्डयति-ते		
मण्	मण	शब्दे	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	मणति		
मन्त्र्	मत्रि	गुप्तभाषणे	चुरादिः	सकर्मकः	सेट्	आत्मनेपदी	मन्त्रयते	आकुस्मीयः	
मन्थ्	मथि	हिंसा-संक्लेशनयोः	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	मन्थति		
मथ्	मथे(482धा.रू.)/ मन्थ(धा.पा) 	विलोडने	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	मथति		
मद्	मद	तृप्तियोगे	चुरादिः	सकर्मकः	सेट्	आत्मनेपदी	मादयते	आकुस्मीयः	
मन्द्	मदि	स्तुति-मोद-मद-स्वप्न-कान्ति-गतिषु	भ्वादिः	कान्तिगत्योः सकर्मकः/ अन्यत्र अकर्मकः	सेट्	आत्मनेपदी	मन्दते		
मद्	मदी	हर्षे	दिवादिः	अकर्मकः	सेट्	परस्मैपदी	माद्यति	ईदित् शमादिः/ पुषादिः 	
मन्	मन	ज्ञाने	दिवादिः	सकर्मकः	अनिट्	आत्मनेपदी	मन्यते	अनुदात्तोपदेशः	
मनस्		उपतापे	कण्ड्वादिः				मनस्यति		
मन्	मनु	अवबोधने	तनादिः	सकर्मकः	सेट्	आत्मनेपदी	मनुते		
मन्थ्	मन्थ	विलोडने	भ्वादिः	द्विकर्मकः	सेट्	परस्मैपदी	मन्थति		
मन्थ्	मन्थ	विलोडने	क्र्यादिः	द्विकर्मकः	सेट्	परस्मैपदी	मथ्नाति		
मभ्र्	मभ्र	गतौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	मभ्रति		
मय्	मय	गतौ	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	मयते		
मर्च्	मर्च	शब्दे	चुरादिः	अकर्मकः	सेट्	उभयपदी	मर्चयति-ते		
मर्ब्	मर्ब	गतौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	मर्बति		
मर्व्	मर्व	पूरणे	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	मर्वति		
मल्	मल	धारणे	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	मलते		
मल्ल्	मल्ल	धारणे	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	मल्लते		
मव्	मव	बन्धने	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	मवति		
मव्य्	मव्य	बन्धने	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	मव्यति		
मश्	मश	शब्दे/ रोषकृते छन्दने/ गतौ च	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	मशति		
मष्	मष	हिंसायाम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	मषति		
मस्	मसी	परिणामे (विकारः)	दिवादिः	अकर्मकः	सेट्	परस्मैपदी	मस्यति	ईदित्/ पुषादिः	
मस्क्	मस्क	गतौ	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	मस्कते		
मस्ज्	टुमस्जो	शुद्धौ	तुदादिः	अकर्मकः	अनिट्	परस्मैपदी	मज्जति	ओदित्/ ट्वित् च	
मह्	मह	पूजायाम्	भ्वादिः	सकर्मकः	सेट्	उभयपदी	महति-ते		
मह्	मह	पूजायाम्	चुरादिः	सकर्मकः	सेट्	उभयपदी	महयति-ते	अदन्तः	
